document,year,model,original_length,original_words,summary_length,summary_words,compression_ratio,processing_time,summary,summary_word_count
2024 Miami Grand Prix - Infringement - Car 4 - Crossing the track.pdf,2024,TextRank,2247,377,996,168,0.4432576769025367,0.007806301116943359,"The driver is fined 50,000, 25,000 of which is suspended for the remainder of the 2024 season on condition that there is no further breach of similar nature. After crashing out of the race in Lap 1, t...",168
2024 Miami Grand Prix - Infringement - Car 4 - Crossing the track.pdf,2024,Luhn,2247,377,1020,165,0.4539385847797063,0.006685733795166016,"The driver is fined 50,000, 25,000 of which is suspended for the remainder of the 2024 season on condition that there is no further breach of similar nature. The Stewards reinforced the fact that cros...",165
2024 Miami Grand Prix - Infringement - Car 4 - Crossing the track.pdf,2024,LexRank-3sent,2247,377,508,83,0.22607921673342235,0.007838010787963867,This is the drivers 1st reprimand of the season. The Stewards reinforced the fact that crossing a live track can cause extremely dangerous situations and the drivers have to be very cautious about it....,83
2024 Miami Grand Prix - Infringement - Car 4 - Crossing the track.pdf,2024,TextRank-7sent,2247,377,1237,215,0.5505117935024477,0.007771730422973633,"2024 M IAMI GRAND PRIX 03 - 05 May 2024 Fact The driver of Car 4 crossed the live track to return to the pit lane without permission. The driver is fined 50,000, 25,000 of which is suspended for the r...",215
2024 Qatar Grand Prix - Infringement - Race Deleted Lap Times.pdf,2024,LexRank,2643,459,1963,350,0.7427166099129777,0.00747370719909668,"2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact The cars below did not use the track at turns 1, 4, 6, 7, 13, 14 and 16. No Turn Car Driver Competitor Time of Day Lap Time 1 13 14 Fe...",350
2024 Qatar Grand Prix - Infringement - Race Deleted Lap Times.pdf,2024,TextRank,2643,459,2007,357,0.7593643586833144,0.00710296630859375,"2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact The cars below did not use the track at turns 1, 4, 6, 7, 13, 14 and 16. No Turn Car Driver Competitor Time of Day Lap Time 1 13 14 Fe...",357
2024 Qatar Grand Prix - Infringement - Race Deleted Lap Times.pdf,2024,Luhn,2643,459,1941,338,0.7343927355278093,0.006711721420288086,No Turn Car Driver Competitor Time of Day Lap Time 1 13 14 Fernando Alonso Aston Martin Aramco F1 Team 19:13:49 1:32.386 2 7 10 Pierre Gasly BWT Alpine F1 Team 19:22:19 1:28.181 3 1 20 Kevin Magnussen...,338
2024 Qatar Grand Prix - Infringement - Race Deleted Lap Times.pdf,2024,LexRank-3sent,2643,459,1744,317,0.6598562239878926,0.006877899169921875,"2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact The cars below did not use the track at turns 1, 4, 6, 7, 13, 14 and 16. No Turn Car Driver Competitor Time of Day Lap Time 1 13 14 Fe...",317
2024 Qatar Grand Prix - Infringement - Race Deleted Lap Times.pdf,2024,TextRank-7sent,2643,459,2080,368,0.7869844873250095,0.006932973861694336,"2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact The cars below did not use the track at turns 1, 4, 6, 7, 13, 14 and 16. No Turn Car Driver Competitor Time of Day Lap Time 1 13 14 Fe...",368
2024 Italian Grand Prix - Infringement - Car 20 - Suspension from next Competition.pdf,2024,LexRank,1463,238,899,151,0.6144907723855092,0.006695270538330078,2024 ITALIAN GRAND PRIX 30 August - 01 September 2024 The StewardsFact The driver of Car 20 has accrued 12 penalty points in the past 12-month period of the 2024 FIA Formula One World Championship. De...,151
2024 Italian Grand Prix - Infringement - Car 20 - Suspension from next Competition.pdf,2024,TextRank,1463,238,899,151,0.6144907723855092,0.006512880325317383,2024 ITALIAN GRAND PRIX 30 August - 01 September 2024 The StewardsFact The driver of Car 20 has accrued 12 penalty points in the past 12-month period of the 2024 FIA Formula One World Championship. De...,151
2024 Italian Grand Prix - Infringement - Car 20 - Suspension from next Competition.pdf,2024,Luhn,1463,238,913,155,0.6240601503759399,0.006366252899169922,2024 ITALIAN GRAND PRIX 30 August - 01 September 2024 The StewardsFact The driver of Car 20 has accrued 12 penalty points in the past 12-month period of the 2024 FIA Formula One World Championship. In...,155
2024 Italian Grand Prix - Infringement - Car 20 - Suspension from next Competition.pdf,2024,LexRank-3sent,1463,238,564,92,0.38550922761449075,0.006615161895751953,"Reason In accordance with Article 4.2 of the FIA Formula One Sporting Regulations, as the Driver of Car 20 has accrued 12 penalty points (see Document 57), the Super Licence of the driver of Car 20 mu...",92
2024 Italian Grand Prix - Infringement - Car 20 - Suspension from next Competition.pdf,2024,TextRank-7sent,1463,238,1125,185,0.7689678742310321,0.006497859954833984,2024 ITALIAN GRAND PRIX 30 August - 01 September 2024 The StewardsFact The driver of Car 20 has accrued 12 penalty points in the past 12-month period of the 2024 FIA Formula One World Championship. In...,185
2024 Emilia Romagna Grand Prix - Infringement - Car 3 - Incident between Cars 3 and Car 20.pdf,2024,LexRank,3482,566,810,128,0.23262492820218264,0.010182857513427734,The Stewards usually do not investigate impeding during free practice sessions unless they are considered dangerous or potentially dangerous. The incident between Magnussen and Ricciardo was considere...,128
2024 Emilia Romagna Grand Prix - Infringement - Car 3 - Incident between Cars 3 and Car 20.pdf,2024,TextRank,3482,566,992,169,0.2848937392303274,0.00962686538696289,"The Stewards considered the location of the incident, which was after the crest of the hill leading up to Turn 14. It was also understood by the Stewards that the situation was even more unusual due t...",169
2024 Emilia Romagna Grand Prix - Infringement - Car 3 - Incident between Cars 3 and Car 20.pdf,2024,Luhn,3482,566,1079,178,0.30987937966685813,0.007861852645874023,"The incident between Magnussen and Ricciardo was considered by the Stewards as being potentially dangerous, in particular as Magnussen ended up driving into the grass at 225kmh. It was also understood...",178
2024 Emilia Romagna Grand Prix - Infringement - Car 3 - Incident between Cars 3 and Car 20.pdf,2024,LexRank-3sent,3482,566,522,79,0.1499138426191844,0.010310888290405273,The Stewards usually do not investigate impeding during free practice sessions unless they are considered dangerous or potentially dangerous. The incident between Magnussen and Ricciardo was considere...,79
2024 Emilia Romagna Grand Prix - Infringement - Car 3 - Incident between Cars 3 and Car 20.pdf,2024,TextRank-7sent,3482,566,1432,236,0.4112578977599081,0.009763956069946289,"Reason The Stewards heard from the driver of Car 3 (Daniel Ricciardo), the driver of Car 20 (Kevin Magnussen), team representatives and reviewed positioningmarshalling system data, video, telemetry, t...",236
2024 Canadian Grand Prix - Infringement - Car 24 - Changes made during Parc Ferme.pdf,2024,LexRank,1435,235,731,123,0.5094076655052264,0.007112026214599609,Decision Required to start the Race from the pit lane. Reason Stake F1 Team Kick Sauber Team changed the rear wing assembly of Car 24 under Parc Ferme with the approval of the Technical Delegate in ac...,123
2024 Canadian Grand Prix - Infringement - Car 24 - Changes made during Parc Ferme.pdf,2024,TextRank,1435,235,822,135,0.572822299651568,0.006858110427856445,Reason Stake F1 Team Kick Sauber Team changed the rear wing assembly of Car 24 under Parc Ferme with the approval of the Technical Delegate in accordance with Article 40.3 of the FIA Formula One Sport...,135
2024 Canadian Grand Prix - Infringement - Car 24 - Changes made during Parc Ferme.pdf,2024,Luhn,1435,235,754,127,0.5254355400696864,0.006384849548339844,Infringement Breach of Article 40.3 of the FIA Formula One Sporting Regulations. Decision Required to start the Race from the pit lane. Reason Stake F1 Team Kick Sauber Team changed the rear wing asse...,127
2024 Canadian Grand Prix - Infringement - Car 24 - Changes made during Parc Ferme.pdf,2024,LexRank-3sent,1435,235,528,88,0.3679442508710801,0.0066242218017578125,Decision Required to start the Race from the pit lane. Reason Stake F1 Team Kick Sauber Team changed the rear wing assembly of Car 24 under Parc Ferme with the approval of the Technical Delegate in ac...,88
2024 Canadian Grand Prix - Infringement - Car 24 - Changes made during Parc Ferme.pdf,2024,TextRank-7sent,1435,235,1032,169,0.7191637630662021,0.0065059661865234375,2024 CANADIAN GRAND PRIX 07 - 09 June 2024 The StewardsFact The rear wing specification has been changed while under Parc Ferme. Infringement Breach of Article 40.3 of the FIA Formula One Sporting Reg...,169
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 3.pdf,2024,LexRank,2155,358,691,113,0.3206496519721578,0.00802302360534668,This was the third instance of Car 20 leaving the track and gaining a lasting advantage. We considered the penalty guidelines for such infringements which provide a baseline of a 10 second penalty wit...,113
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 3.pdf,2024,TextRank,2155,358,854,137,0.3962877030162413,0.008303165435791016,"However, the guidelines also state: The points indicated are intended to be the norm for a particular offence. However, the authority of the Stewards to increase the points assessed is intended to be ...",137
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 3.pdf,2024,Luhn,2155,358,837,136,0.38839907192575407,0.0071239471435546875,This was the third instance of Car 20 leaving the track and gaining a lasting advantage. We considered the penalty guidelines for such infringements which provide a baseline of a 10 second penalty wit...,136
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 3.pdf,2024,LexRank-3sent,2155,358,491,79,0.22784222737819027,0.00798177719116211,We considered the penalty guidelines for such infringements which provide a baseline of a 10 second penalty with zero penalty points. Taking into account the fact that this was the third instance of l...,79
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 3.pdf,2024,TextRank-7sent,2155,358,1056,174,0.4900232018561485,0.007792949676513672,Reason The Stewards reviewed video evidence and found that Car 20 braked late at turn 11 and went off the track. This was the third instance of Car 20 leaving the track and gaining a lasting advantage...,174
2024 Italian Grand Prix - Infringement - Car 81 - Unsafe release.pdf,2024,LexRank,2449,420,662,123,0.2703144140465496,0.007902145385742188,"Infringement Breach of Article 34.14 a) of the FIA Formula One Sporting Regulations. Decision The competitor (McLaren Formula 1 Team) is fined 10,000. He stated he therefore needed to rely on the sign...",123
2024 Italian Grand Prix - Infringement - Car 81 - Unsafe release.pdf,2024,TextRank,2449,420,1004,173,0.4099632503062475,0.007752895355224609,"The driver of Car 81 stated that whilst leaving the pit garage he checked as best he could, for cars coming down pit lane but noted that visibility from the cockpit is severely limited due to the angl...",173
2024 Italian Grand Prix - Infringement - Car 81 - Unsafe release.pdf,2024,Luhn,2449,420,911,172,0.37198856676194364,0.006797075271606445,"The driver of Car 81 stated that whilst leaving the pit garage he checked as best he could, for cars coming down pit lane but noted that visibility from the cockpit is severely limited due to the angl...",172
2024 Italian Grand Prix - Infringement - Car 81 - Unsafe release.pdf,2024,LexRank-3sent,2449,420,476,89,0.19436504695794202,0.007860898971557617,"Infringement Breach of Article 34.14 a) of the FIA Formula One Sporting Regulations. He stated he therefore needed to rely on the signal from his mechanic, and when he was given the signal to leave, h...",89
2024 Italian Grand Prix - Infringement - Car 81 - Unsafe release.pdf,2024,TextRank-7sent,2449,420,1322,229,0.5398121682319315,0.007708311080932617,"Reason The Stewards heard from the driver of Car 81 (Oscar Piastri), the driver of Car 1 (Max Verstappen), team representatives and reviewed video and in-car video evidence. The driver of Car 81 state...",229
2024 Las Vegas Grand Prix - Infringement - Car 81 - Incorrect starting position.pdf,2024,LexRank,1460,234,718,118,0.4917808219178082,0.0067577362060546875,"2024 LAS VEGAS GRAND PRIX 21 - 23 November 2024 The StewardsFact Incorrect Starting Position. Reason The Stewards reviewed positioningmarshalling system data, video, and determined that part of the co...",118
2024 Las Vegas Grand Prix - Infringement - Car 81 - Incorrect starting position.pdf,2024,TextRank,1460,234,772,123,0.5287671232876713,0.006656169891357422,"Reason The Stewards reviewed positioningmarshalling system data, video, and determined that part of the contact patch of Car 81s front tyres were outside the lines of the grid box at the time of the S...",123
2024 Las Vegas Grand Prix - Infringement - Car 81 - Incorrect starting position.pdf,2024,Luhn,1460,234,641,102,0.43904109589041096,0.006247043609619141,Infringement Breach of Article 48.1 c) of the FIA Formula One Sporting Regulations. This is a breach of Art 48.1.c of the FIA Formula Sporting Regulations. This attracts a mandatory time penalty under...,102
2024 Las Vegas Grand Prix - Infringement - Car 81 - Incorrect starting position.pdf,2024,LexRank-3sent,1460,234,411,67,0.2815068493150685,0.006780147552490234,This is a breach of Art 48.1.c of the FIA Formula Sporting Regulations. This attracts a mandatory time penalty under Art 54.3 of the Sporting Regulations. Competitors are reminded that they have the r...,67
2024 Las Vegas Grand Prix - Infringement - Car 81 - Incorrect starting position.pdf,2024,TextRank-7sent,1460,234,928,149,0.6356164383561644,0.006601810455322266,"Infringement Breach of Article 48.1 c) of the FIA Formula One Sporting Regulations. Reason The Stewards reviewed positioningmarshalling system data, video, and determined that part of the contact patc...",149
2024 Abu Dhabi Grand Prix - Infringement - Car 81 - Causing a collision.pdf,2024,LexRank,1346,226,524,89,0.38930163447251115,0.0066797733306884766,2024 ABU DHABI GRAND PRIX 06 - 08 December 2024 The StewardsFact Car 81 caused a collision with Car 43 before turn 6. Decision 10 second time penalty. 2 penalty points (total of 4 for the 12 month per...,89
2024 Abu Dhabi Grand Prix - Infringement - Car 81 - Causing a collision.pdf,2024,TextRank,1346,226,685,116,0.5089153046062407,0.006599903106689453,"The driver of Car 81 misjudged the cars in front, braked too late and ran into the back of Car 43 on the approach to Turn 6. The Stewards determine that the driver of Car 81 was wholly at fault and ca...",116
2024 Abu Dhabi Grand Prix - Infringement - Car 81 - Causing a collision.pdf,2024,Luhn,1346,226,722,123,0.5364041604754829,0.006245851516723633,"Infringement Breach of Appendix L, Chapter IV, Article 2 d) of the FIA International Sporting Code. The driver of Car 81 misjudged the cars in front, braked too late and ran into the back of Car 43 on...",123
2024 Abu Dhabi Grand Prix - Infringement - Car 81 - Causing a collision.pdf,2024,LexRank-3sent,1346,226,407,69,0.30237741456166417,0.006665945053100586,2024 ABU DHABI GRAND PRIX 06 - 08 December 2024 The StewardsFact Car 81 caused a collision with Car 43 before turn 6. Decision 10 second time penalty. Competitors are reminded that they have the right...,69
2024 Abu Dhabi Grand Prix - Infringement - Car 81 - Causing a collision.pdf,2024,TextRank-7sent,1346,226,840,143,0.6240713224368499,0.006597995758056641,"Infringement Breach of Appendix L, Chapter IV, Article 2 d) of the FIA International Sporting Code. 2 penalty points (total of 4 for the 12 month period). The driver of Car 81 misjudged the cars in fr...",143
2024 Spanish Grand Prix - Infringement - Car 23 - Changes made during Parc Ferme.pdf,2024,LexRank,1733,283,772,127,0.44547028274668204,0.007007122039794922,2024 SPANISH GRAND PRIX 21 - 23 June 2024 Fact The following Power Unit elements have been used: 3rd Energy Store (ES) 3rd Control Electronics (CE) All Power Unit elements were replaced without the ap...,127
2024 Spanish Grand Prix - Infringement - Car 23 - Changes made during Parc Ferme.pdf,2024,TextRank,1733,283,885,148,0.5106751298326602,0.0071828365325927734,2024 SPANISH GRAND PRIX 21 - 23 June 2024 Fact The following Power Unit elements have been used: 3rd Energy Store (ES) 3rd Control Electronics (CE) All Power Unit elements were replaced without the ap...,148
2024 Spanish Grand Prix - Infringement - Car 23 - Changes made during Parc Ferme.pdf,2024,Luhn,1733,283,669,117,0.38603577611079054,0.006462812423706055,"This is a breach of Article 28.2 and incurs a grid penalty in accordance with Article 28.3. The parts have been replaced without the approval of the Technical Delegate, this being a breach of Article ...",117
2024 Spanish Grand Prix - Infringement - Car 23 - Changes made during Parc Ferme.pdf,2024,LexRank-3sent,1733,283,442,75,0.2550490478938257,0.007030010223388672,This is a breach of Article 28.2 and incurs a grid penalty in accordance with Article 28.3. Therefore Car 23 is required to start the Race from pit lane in accordance with Article 40.9. Competitors ar...,75
2024 Spanish Grand Prix - Infringement - Car 23 - Changes made during Parc Ferme.pdf,2024,TextRank-7sent,1733,283,1048,176,0.604731679169071,0.007040977478027344,2024 SPANISH GRAND PRIX 21 - 23 June 2024 Fact The following Power Unit elements have been used: 3rd Energy Store (ES) 3rd Control Electronics (CE) All Power Unit elements were replaced without the ap...,176
2024 Azerbaijan Grand Prix - Infringement - Car 31 - Changes made during Parc Ferme.pdf,2024,LexRank,1671,270,846,138,0.5062836624775583,0.0072290897369384766,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,138
2024 Azerbaijan Grand Prix - Infringement - Car 31 - Changes made during Parc Ferme.pdf,2024,TextRank,1671,270,903,143,0.5403949730700179,0.006916999816894531,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,143
2024 Azerbaijan Grand Prix - Infringement - Car 31 - Changes made during Parc Ferme.pdf,2024,Luhn,1671,270,876,144,0.5242369838420108,0.007061958312988281,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,144
2024 Azerbaijan Grand Prix - Infringement - Car 31 - Changes made during Parc Ferme.pdf,2024,LexRank-3sent,1671,270,511,83,0.30580490724117293,0.007223606109619141,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,83
2024 Azerbaijan Grand Prix - Infringement - Car 31 - Changes made during Parc Ferme.pdf,2024,TextRank-7sent,1671,270,1089,175,0.651705565529623,0.006957054138183594,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,175
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 2.pdf,2024,LexRank,1327,218,623,99,0.4694800301431801,0.006649017333984375,Infringement Breach of Article 33.3 of the FIA Formula One Sporting Regulations. Reason The Stewards reviewed video evidence and determined that the car left the track at turn 11 and gained a lasting ...,99
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 2.pdf,2024,TextRank,1327,218,688,109,0.5184626978146194,0.0066149234771728516,Reason The Stewards reviewed video evidence and determined that the car left the track at turn 11 and gained a lasting advantage. The Stewards noted that this was the second infringement of a similar ...,109
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 2.pdf,2024,Luhn,1327,218,710,113,0.5350414468726451,0.0063898563385009766,Infringement Breach of Article 33.3 of the FIA Formula One Sporting Regulations. Reason The Stewards reviewed video evidence and determined that the car left the track at turn 11 and gained a lasting ...,113
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 2.pdf,2024,LexRank-3sent,1327,218,307,50,0.23134890730972119,0.007085084915161133,Infringement Breach of Article 33.3 of the FIA Formula One Sporting Regulations. Reason The Stewards reviewed video evidence and determined that the car left the track at turn 11 and gained a lasting ...,50
2024 Miami Grand Prix - Infringement - Car 20 - Leaving the track and gaining a lasting advantage 2.pdf,2024,TextRank-7sent,1327,218,891,149,0.6714393368500376,0.006944894790649414,2024 M IAMI GRAND PRIX 03 - 05 May 2024 The StewardsFact Leaving the track and gaining a lasting advantage. Reason The Stewards reviewed video evidence and determined that the car left the track at tu...,149
2024 Monaco Grand Prix - Infringement - Car 1 - Driving unnecessarily slowly.pdf,2024,LexRank,2071,357,700,126,0.3380009657170449,0.0077991485595703125,"Infringement Breach of Article 33.4 of the FIA Formula One Sporting Regulations. Reason The Stewards heard from the driver of Car 1 (Max Verstappen), team representative and reviewed video, team radio...",126
2024 Monaco Grand Prix - Infringement - Car 1 - Driving unnecessarily slowly.pdf,2024,TextRank,2071,357,1036,181,0.5002414292612265,0.0075190067291259766,"Reason The Stewards heard from the driver of Car 1 (Max Verstappen), team representative and reviewed video, team radio and in-car video evidence and determined that Car 1 was on a fast lap and had to...",181
2024 Monaco Grand Prix - Infringement - Car 1 - Driving unnecessarily slowly.pdf,2024,Luhn,2071,357,1036,181,0.5002414292612265,0.006727933883666992,"Reason The Stewards heard from the driver of Car 1 (Max Verstappen), team representative and reviewed video, team radio and in-car video evidence and determined that Car 1 was on a fast lap and had to...",181
2024 Monaco Grand Prix - Infringement - Car 1 - Driving unnecessarily slowly.pdf,2024,LexRank-3sent,2071,357,379,69,0.18300338000965716,0.0076940059661865234,"Infringement Breach of Article 33.4 of the FIA Formula One Sporting Regulations. Reason The Stewards heard from the driver of Car 1 (Max Verstappen), team representative and reviewed video, team radio...",69
2024 Monaco Grand Prix - Infringement - Car 1 - Driving unnecessarily slowly.pdf,2024,TextRank-7sent,2071,357,1197,215,0.5779816513761468,0.007506132125854492,"Reason The Stewards heard from the driver of Car 1 (Max Verstappen), team representative and reviewed video, team radio and in-car video evidence and determined that Car 1 was on a fast lap and had to...",215
2024 Hungarian Grand Prix - Infringement - Car 10 - Changes made during Parc Ferme.pdf,2024,LexRank,1576,255,805,130,0.5107868020304569,0.0069582462310791016,2024 HUNGARIAN GRAND PRIX 19 - 21 July 2024 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced ...,130
2024 Hungarian Grand Prix - Infringement - Car 10 - Changes made during Parc Ferme.pdf,2024,TextRank,1576,255,903,145,0.5729695431472082,0.006951093673706055,2024 HUNGARIAN GRAND PRIX 19 - 21 July 2024 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced ...,145
2024 Hungarian Grand Prix - Infringement - Car 10 - Changes made during Parc Ferme.pdf,2024,Luhn,1576,255,798,132,0.5063451776649747,0.006412982940673828,2024 HUNGARIAN GRAND PRIX 19 - 21 July 2024 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced ...,132
2024 Hungarian Grand Prix - Infringement - Car 10 - Changes made during Parc Ferme.pdf,2024,LexRank-3sent,1576,255,620,102,0.3934010152284264,0.006898164749145508,2024 HUNGARIAN GRAND PRIX 19 - 21 July 2024 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced ...,102
2024 Hungarian Grand Prix - Infringement - Car 10 - Changes made during Parc Ferme.pdf,2024,TextRank-7sent,1576,255,1058,167,0.6713197969543148,0.006785154342651367,2024 HUNGARIAN GRAND PRIX 19 - 21 July 2024 The StewardsFact The following Power Unit elements have been used: 3rd Energy Store (ES) 4th Control Electronics (CE) All Power Unit elements were replaced ...,167
2024 United States Grand Prix - Infringement - Car 10 - Forcing another driver off the track.pdf,2024,LexRank,1687,286,614,103,0.3639596917605216,0.007200956344604492,2024 UNITED STATES GRAND PRIX 18 - 20 October 2024 The StewardsFact Car 10 left the track at turn 15 and gained a lasting advantage. Infringement Breach of Article 33.3 of the FIA Formula One Sporting...,103
2024 United States Grand Prix - Infringement - Car 10 - Forcing another driver off the track.pdf,2024,TextRank,1687,286,881,157,0.5222288085358625,0.007035732269287109,"Car 10 was overtaking Car 23 on the outside, was level with Car 23 at the apex but fell back briefly prior to the exit of the turn. Accordingly as Car 10 left the track and returned in front of Car 23...",157
2024 United States Grand Prix - Infringement - Car 10 - Forcing another driver off the track.pdf,2024,Luhn,1687,286,882,154,0.5228215767634855,0.007295846939086914,2024 UNITED STATES GRAND PRIX 18 - 20 October 2024 The StewardsFact Car 10 left the track at turn 15 and gained a lasting advantage. Accordingly as Car 10 left the track and returned in front of Car 2...,154
2024 United States Grand Prix - Infringement - Car 10 - Forcing another driver off the track.pdf,2024,LexRank-3sent,1687,286,475,83,0.2815649081209247,0.0072171688079833984,2024 UNITED STATES GRAND PRIX 18 - 20 October 2024 The StewardsFact Car 10 left the track at turn 15 and gained a lasting advantage. A 5 second penalty is imposed instead of the 10 second penalty reco...,83
2024 United States Grand Prix - Infringement - Car 10 - Forcing another driver off the track.pdf,2024,TextRank-7sent,1687,286,1030,180,0.6105512744516894,0.007023811340332031,"Car 10 was overtaking Car 23 on the outside, was level with Car 23 at the apex but fell back briefly prior to the exit of the turn. Therefore under the Driving Standards Guidelines, Car 10 had lost th...",180
2024 Qatar Grand Prix - Infringement - Car 18 - Causing a Collision.pdf,2024,LexRank,1475,245,605,102,0.4101694915254237,0.006867885589599609,2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact Car 18 caused a collision with Car 23 in turn 4. Decision 10 second time penalty. 2 penalty points (total of 4 for the 12 month period...,102
2024 Qatar Grand Prix - Infringement - Car 18 - Causing a Collision.pdf,2024,TextRank,1475,245,737,124,0.49966101694915255,0.0070188045501708984,"The driver of Car 18 entered turn 4, rode the kerb which created understeer, taking his car into the side of Car 23. Despite this being a lap 1 incident, the collision was not the result of normal lap...",124
2024 Qatar Grand Prix - Infringement - Car 18 - Causing a Collision.pdf,2024,Luhn,1475,245,771,130,0.5227118644067796,0.006726264953613281,"2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact Car 18 caused a collision with Car 23 in turn 4. Infringement Breach of Appendix L, Chapter IV, Article 2 d) of the International Spor...",130
2024 Qatar Grand Prix - Infringement - Car 18 - Causing a Collision.pdf,2024,LexRank-3sent,1475,245,517,86,0.3505084745762712,0.007035017013549805,2024 Q ATAR GRAND PRIX 29 November - 01 December The StewardsFact Car 18 caused a collision with Car 23 in turn 4. Competitors are reminded that they have the right to appeal certain decisions of the ...,86
2024 Qatar Grand Prix - Infringement - Car 18 - Causing a Collision.pdf,2024,TextRank-7sent,1475,245,888,150,0.6020338983050847,0.006821870803833008,"Infringement Breach of Appendix L, Chapter IV, Article 2 d) of the International Sporting Code. 2 penalty points (total of 4 for the 12 month period). The driver of Car 18 entered turn 4, rode the ker...",150
2024 São Paulo Grand Prix - Infringement - Car 16 - Press Conference Language.pdf,2024,LexRank,3768,609,867,143,0.2300955414012739,0.009829282760620117,"The Stewards reviewed the transcript of the Post-Race Drivers Press Conference in Mexico and found that Charles Leclerc, the driver of car 16, used language in response to a somewhat leading question ...",143
2024 São Paulo Grand Prix - Infringement - Car 16 - Press Conference Language.pdf,2024,TextRank,3768,609,1129,185,0.29962845010615713,0.009213924407958984,"Reason The Stewards received a report from the FIA Media Delegate summons and heard from the driver of Car 16 (Charles Leclerc), team representative and reviewed the written transcript. This is clear ...",185
2024 São Paulo Grand Prix - Infringement - Car 16 - Press Conference Language.pdf,2024,Luhn,3768,609,1101,190,0.2921974522292994,0.00745701789855957,2024 SÃO PAULO GRAND PRIX 01 - 03 November 2024 Fact Language during the FIA Post-Race Drivers Press Conference during the 2024 Mexico City Grand Prix. The Stewards reviewed the transcript of the Post...,190
2024 São Paulo Grand Prix - Infringement - Car 16 - Press Conference Language.pdf,2024,LexRank-3sent,3768,609,756,128,0.20063694267515925,0.009749889373779297,"The Stewards reviewed the transcript of the Post-Race Drivers Press Conference in Mexico and found that Charles Leclerc, the driver of car 16, used language in response to a somewhat leading question ...",128
2024 São Paulo Grand Prix - Infringement - Car 16 - Press Conference Language.pdf,2024,TextRank-7sent,3768,609,1497,249,0.39729299363057324,0.009225845336914062,"Reason The Stewards received a report from the FIA Media Delegate summons and heard from the driver of Car 16 (Charles Leclerc), team representative and reviewed the written transcript. This is clear ...",249
2024 Azerbaijan Grand Prix - Infringement - Car 44 - Changes made during Parc Ferme.pdf,2024,LexRank,1738,277,889,145,0.5115074798619103,0.006958961486816406,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,145
2024 Azerbaijan Grand Prix - Infringement - Car 44 - Changes made during Parc Ferme.pdf,2024,TextRank,1738,277,946,150,0.5443037974683544,0.0068399906158447266,2024 AZERBAIJAN GRAND PRIX 13 - 15 September 2024 The StewardsFact The following Power Unit elements have been used: 5th Internal Combustion Engine (ICE) 5th Turbo Charger (TC) 5th Motor Generator Uni...,150
